歯牙障害特徴順位,品詞,基本形,All出現回数,All出現事例数,All事例出現率(%),歯牙障害出現回数,歯牙障害出現事例数,歯牙障害事例出現率(%),出現率差_歯牙障害-All,出現率倍率_歯牙障害_All
330,名詞,車いす,23,15,0.1953,7.0,5.0,0.3159,0.1206,1.6175
331,動詞,引っ掛ける,20,20,0.2603,6.0,6.0,0.379,0.1187,1.456
332,名詞,水筒,26,20,0.2603,10.0,6.0,0.379,0.1187,1.456
333,名詞,蓋,25,20,0.2603,7.0,6.0,0.379,0.1187,1.456
334,名詞,ランナー,31,25,0.3254,10.0,7.0,0.4422,0.1168,1.3589
335,名詞,肩,102,98,1.2757,23.0,22.0,1.3898,0.1141,1.0894
336,動詞,倒す,35,35,0.4556,9.0,9.0,0.5685,0.1129,1.2478
337,動詞,乗りかかる,6,6,0.0781,3.0,3.0,0.1895,0.1114,2.4264
338,動詞,傷める,6,6,0.0781,3.0,3.0,0.1895,0.1114,2.4264
339,名詞,クラスメート,7,6,0.0781,4.0,3.0,0.1895,0.1114,2.4264
340,名詞,ダイビング,6,6,0.0781,3.0,3.0,0.1895,0.1114,2.4264
341,名詞,ファウルボール,6,6,0.0781,3.0,3.0,0.1895,0.1114,2.4264
342,名詞,フライング,6,6,0.0781,3.0,3.0,0.1895,0.1114,2.4264
343,名詞,ヶ所,6,6,0.0781,3.0,3.0,0.1895,0.1114,2.4264
344,名詞,団,6,6,0.0781,3.0,3.0,0.1895,0.1114,2.4264
345,名詞,管,11,6,0.0781,6.0,3.0,0.1895,0.1114,2.4264
346,名詞,通行,6,6,0.0781,3.0,3.0,0.1895,0.1114,2.4264
347,名詞,高校,6,6,0.0781,3.0,3.0,0.1895,0.1114,2.4264
348,名詞,部室,50,40,0.5207,11.0,10.0,0.6317,0.111,1.2132
349,動詞,跳ね上がる,12,11,0.1432,5.0,4.0,0.2527,0.1095,1.7647
350,名詞,ベースボール,11,11,0.1432,4.0,4.0,0.2527,0.1095,1.7647
351,名詞,公式,11,11,0.1432,4.0,4.0,0.2527,0.1095,1.7647
352,名詞,溝,55,45,0.5858,13.0,11.0,0.6949,0.1091,1.1862
353,動詞,過ぎる,16,16,0.2083,5.0,5.0,0.3159,0.1076,1.5166
354,動詞,間に合う,16,16,0.2083,5.0,5.0,0.3159,0.1076,1.5166
355,名詞,よそ見,16,16,0.2083,5.0,5.0,0.3159,0.1076,1.5166
356,名詞,全力,16,16,0.2083,5.0,5.0,0.3159,0.1076,1.5166
357,名詞,吹奏楽,16,16,0.2083,5.0,5.0,0.3159,0.1076,1.5166
358,名詞,電柱,17,16,0.2083,5.0,5.0,0.3159,0.1076,1.5166
359,名詞,とき,1165,1108,14.4233,240.0,230.0,14.5294,0.1061,1.0074
360,動詞,それる,21,21,0.2734,6.0,6.0,0.379,0.1056,1.3862
361,動詞,づく,21,21,0.2734,6.0,6.0,0.379,0.1056,1.3862
362,名詞,つま,21,21,0.2734,6.0,6.0,0.379,0.1056,1.3862
363,名詞,支柱,120,89,1.1586,21.0,20.0,1.2634,0.1048,1.0905
364,動詞,向かう,198,196,2.5514,43.0,42.0,2.6532,0.1018,1.0399
365,動詞,かけあう,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
366,動詞,出せる,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
367,動詞,反れる,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
368,動詞,巻込む,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
369,動詞,投げ捨てる,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
370,動詞,抜かす,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
371,動詞,攻め込む,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
372,動詞,迫る,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
373,動詞,食いしばる,3,2,0.026,3.0,2.0,0.1263,0.1003,4.8577
374,名詞,パニック,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
375,名詞,ピース,3,2,0.026,3.0,2.0,0.1263,0.1003,4.8577
376,名詞,ランチ,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
377,名詞,ルール,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
378,名詞,並列,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
379,名詞,便座,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
380,名詞,受講,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
381,名詞,境界,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
382,名詞,存在,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
383,名詞,振り付け,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
384,名詞,欄干,3,2,0.026,3.0,2.0,0.1263,0.1003,4.8577
385,名詞,矯正,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
386,名詞,背走,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
387,名詞,草地,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
388,名詞,行進,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
389,名詞,裸足,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
390,名詞,道幅,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
391,名詞,配水,4,2,0.026,4.0,2.0,0.1263,0.1003,4.8577
392,名詞,降雪,2,2,0.026,2.0,2.0,0.1263,0.1003,4.8577
393,名詞,打撃,74,70,0.9112,16.0,16.0,1.0107,0.0995,1.1092
394,動詞,れっする,7,7,0.0911,3.0,3.0,0.1895,0.0984,2.0801
395,名詞,カバン,8,7,0.0911,3.0,3.0,0.1895,0.0984,2.0801
396,名詞,ターン,7,7,0.0911,3.0,3.0,0.1895,0.0984,2.0801
397,名詞,レフト,7,7,0.0911,3.0,3.0,0.1895,0.0984,2.0801
398,名詞,上履き,7,7,0.0911,3.0,3.0,0.1895,0.0984,2.0801
399,名詞,誤り,7,7,0.0911,3.0,3.0,0.1895,0.0984,2.0801
400,名詞,遅刻,8,7,0.0911,3.0,3.0,0.1895,0.0984,2.0801
401,動詞,擦りむく,12,12,0.1562,4.0,4.0,0.2527,0.0965,1.6178
402,名詞,かばん,15,12,0.1562,4.0,4.0,0.2527,0.0965,1.6178
403,名詞,内野,14,12,0.1562,5.0,4.0,0.2527,0.0965,1.6178
404,名詞,支援,12,12,0.1562,4.0,4.0,0.2527,0.0965,1.6178
405,名詞,集会,12,12,0.1562,4.0,4.0,0.2527,0.0965,1.6178
406,動詞,起き上がる,17,17,0.2213,5.0,5.0,0.3159,0.0946,1.4275
407,名詞,キック,19,17,0.2213,6.0,5.0,0.3159,0.0946,1.4275
408,名詞,以前,17,17,0.2213,5.0,5.0,0.3159,0.0946,1.4275
409,名詞,擦り傷,18,17,0.2213,6.0,5.0,0.3159,0.0946,1.4275
410,名詞,対,53,51,0.6639,12.0,12.0,0.7581,0.0942,1.1419
411,名詞,そう,85,85,1.1065,19.0,19.0,1.2003,0.0938,1.0848
412,名詞,自宅,33,27,0.3515,8.0,7.0,0.4422,0.0907,1.258
413,動詞,転がる,61,61,0.7941,14.0,14.0,0.8844,0.0903,1.1137
414,動詞,くう,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
415,動詞,けす,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
416,動詞,ころぶ,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
417,動詞,たまる,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
418,動詞,つながる,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
419,動詞,ふさがる,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
420,動詞,出過ぎる,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
421,動詞,取りあう,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
422,動詞,差しかかる,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
423,動詞,砕ける,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
424,動詞,被さる,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
425,名詞,こぎ,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
426,名詞,アイスホッケー,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
427,名詞,イレギュラーボール,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
428,名詞,クランク,4,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
429,名詞,サボテン,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
430,名詞,スポーク,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
431,名詞,スライダー,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
432,名詞,フォロー,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
433,名詞,フットボール,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
434,名詞,フロアー,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
435,名詞,ボランティア,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
436,名詞,ラクロス,4,3,0.0391,3.0,2.0,0.1263,0.0872,3.2302
437,名詞,リズム,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
438,名詞,ワックス,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
439,名詞,下山,4,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
440,名詞,出発,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
441,名詞,半面,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
442,名詞,受け渡し,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
443,名詞,学,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
444,名詞,安定,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
445,名詞,実践,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
446,名詞,河川敷,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
447,名詞,猫,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
448,名詞,球体,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
449,名詞,生,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
450,名詞,白線,4,3,0.0391,3.0,2.0,0.1263,0.0872,3.2302
451,名詞,皆,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
452,名詞,空き缶,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
453,名詞,長距離,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
454,名詞,風呂,3,3,0.0391,2.0,2.0,0.1263,0.0872,3.2302
455,名詞,取り合い,37,37,0.4816,9.0,9.0,0.5685,0.0869,1.1804
456,動詞,からまる,8,8,0.1041,3.0,3.0,0.1895,0.0854,1.8204
457,動詞,ふる,8,8,0.1041,3.0,3.0,0.1895,0.0854,1.8204
458,動詞,通りかかる,8,8,0.1041,3.0,3.0,0.1895,0.0854,1.8204
459,名詞,マンホール,8,8,0.1041,3.0,3.0,0.1895,0.0854,1.8204
460,名詞,信号,8,8,0.1041,3.0,3.0,0.1895,0.0854,1.8204
461,名詞,往復,8,8,0.1041,3.0,3.0,0.1895,0.0854,1.8204
462,名詞,打順,9,8,0.1041,4.0,3.0,0.1895,0.0854,1.8204
463,名詞,接近,8,8,0.1041,3.0,3.0,0.1895,0.0854,1.8204
464,名詞,橋,8,8,0.1041,3.0,3.0,0.1895,0.0854,1.8204
465,動詞,終わる,112,110,1.4319,24.0,24.0,1.5161,0.0842,1.0588
466,名詞,停車,13,13,0.1692,4.0,4.0,0.2527,0.0835,1.4935
467,名詞,合唱,13,13,0.1692,4.0,4.0,0.2527,0.0835,1.4935
468,名詞,気,48,47,0.6118,11.0,11.0,0.6949,0.0831,1.1358
469,名詞,けが,18,18,0.2343,5.0,5.0,0.3159,0.0816,1.3483
470,名詞,グローブ,18,18,0.2343,5.0,5.0,0.3159,0.0816,1.3483
471,動詞,もらう,23,23,0.2994,6.0,6.0,0.379,0.0796,1.2659
472,名詞,同士,23,23,0.2994,6.0,6.0,0.379,0.0796,1.2659
473,名詞,ドッジボール,57,57,0.742,13.0,13.0,0.8212,0.0792,1.1067
474,名詞,踊り場,33,28,0.3645,7.0,7.0,0.4422,0.0777,1.2132
475,名詞,当たり,96,96,1.2497,21.0,21.0,1.3266,0.0769,1.0615
476,動詞,降りる,107,101,1.3148,24.0,22.0,1.3898,0.075,1.057
477,動詞,おりる,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
478,動詞,そこなう,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
479,動詞,そらす,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
480,動詞,とばす,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
481,動詞,借りる,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
482,動詞,奪い合う,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
483,動詞,張り合う,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
484,動詞,放り出す,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
485,動詞,競う,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
486,動詞,笑う,6,4,0.0521,3.0,2.0,0.1263,0.0742,2.4242
487,動詞,走り去る,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
488,動詞,足りる,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
489,動詞,飛びかかる,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
490,動詞,駆け込む,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
491,名詞,いさかい,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
492,名詞,かたち,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
493,名詞,コンクール,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
494,名詞,サークル,5,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
495,名詞,ストック,5,4,0.0521,3.0,2.0,0.1263,0.0742,2.4242
496,名詞,バッド,5,4,0.0521,3.0,2.0,0.1263,0.0742,2.4242
497,名詞,フラッグ,5,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
498,名詞,上着,5,4,0.0521,3.0,2.0,0.1263,0.0742,2.4242
499,名詞,乗用車,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
500,名詞,休養,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
501,名詞,別れ,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
502,名詞,制服,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
503,名詞,前側,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
504,名詞,勢,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
505,名詞,反射,5,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
506,名詞,反転,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
507,名詞,帰り道,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
508,名詞,手本,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
509,名詞,投,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
510,名詞,掲示,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
511,名詞,攻防,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
512,名詞,植,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
513,名詞,構内,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
514,名詞,樹木,5,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
515,名詞,活,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
516,名詞,渡し,5,4,0.0521,3.0,2.0,0.1263,0.0742,2.4242
517,名詞,点灯,5,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
518,名詞,衣服,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
519,名詞,近隣,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
520,形容詞,暑い,4,4,0.0521,2.0,2.0,0.1263,0.0742,2.4242
521,名詞,打席,39,38,0.4947,10.0,9.0,0.5685,0.0738,1.1492
522,動詞,飛びつく,9,9,0.1172,3.0,3.0,0.1895,0.0723,1.6169
523,名詞,グラブ,10,9,0.1172,4.0,3.0,0.1895,0.0723,1.6169
524,名詞,マスク,10,9,0.1172,4.0,3.0,0.1895,0.0723,1.6169
525,名詞,先輩,13,9,0.1172,5.0,3.0,0.1895,0.0723,1.6169
526,名詞,処理,10,9,0.1172,4.0,3.0,0.1895,0.0723,1.6169
527,名詞,擦過傷,9,9,0.1172,3.0,3.0,0.1895,0.0723,1.6169
528,名詞,根元,9,9,0.1172,3.0,3.0,0.1895,0.0723,1.6169
529,名詞,正門,10,9,0.1172,4.0,3.0,0.1895,0.0723,1.6169
530,名詞,講習,9,9,0.1172,3.0,3.0,0.1895,0.0723,1.6169
531,名詞,追突,9,9,0.1172,3.0,3.0,0.1895,0.0723,1.6169
532,名詞,部位,9,9,0.1172,3.0,3.0,0.1895,0.0723,1.6169
533,名詞,鉄板,10,9,0.1172,3.0,3.0,0.1895,0.0723,1.6169
534,形容詞,広い,9,9,0.1172,3.0,3.0,0.1895,0.0723,1.6169
535,動詞,飛ばす,50,43,0.5598,10.0,10.0,0.6317,0.0719,1.1284
536,名詞,順番,44,43,0.5598,10.0,10.0,0.6317,0.0719,1.1284
537,動詞,振り向く,77,77,1.0023,17.0,17.0,1.0739,0.0716,1.0714
538,動詞,かがむ,14,14,0.1822,4.0,4.0,0.2527,0.0705,1.3869
539,動詞,じゃれる,14,14,0.1822,4.0,4.0,0.2527,0.0705,1.3869
540,動詞,ぬれる,14,14,0.1822,4.0,4.0,0.2527,0.0705,1.3869
541,動詞,躓く,14,14,0.1822,4.0,4.0,0.2527,0.0705,1.3869
542,動詞,追いつく,14,14,0.1822,4.0,4.0,0.2527,0.0705,1.3869
543,名詞,突き,14,14,0.1822,4.0,4.0,0.2527,0.0705,1.3869
544,名詞,置き場,15,14,0.1822,4.0,4.0,0.2527,0.0705,1.3869
545,名詞,金属,49,48,0.6248,11.0,11.0,0.6949,0.0701,1.1122
546,名詞,打者,90,82,1.0674,21.0,18.0,1.1371,0.0697,1.0653
547,動詞,出来る,19,19,0.2473,5.0,5.0,0.3159,0.0686,1.2774
548,形容詞,長い,19,19,0.2473,5.0,5.0,0.3159,0.0686,1.2774
549,名詞,教師,61,53,0.6899,14.0,12.0,0.7581,0.0682,1.0989
550,動詞,ふらつく,24,24,0.3124,6.0,6.0,0.379,0.0666,1.2132
551,動詞,下がる,24,24,0.3124,6.0,6.0,0.379,0.0666,1.2132
552,動詞,渡る,26,24,0.3124,8.0,6.0,0.379,0.0666,1.2132
553,名詞,発見,24,24,0.3124,6.0,6.0,0.379,0.0666,1.2132
554,名詞,合宿,30,29,0.3775,7.0,7.0,0.4422,0.0647,1.1714
555,動詞,回す,35,34,0.4426,8.0,8.0,0.5054,0.0628,1.1419
556,名詞,直接,68,68,0.8852,15.0,15.0,0.9476,0.0624,1.0705
557,名詞,的,105,102,1.3278,22.0,22.0,1.3898,0.062,1.0467
558,動詞,歌う,6,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
559,動詞,磨く,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
560,動詞,組み合う,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
561,動詞,脱げる,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
562,動詞,腰掛ける,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
563,動詞,通り過ぎる,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
564,名詞,オーバー,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
565,名詞,ガード,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
566,名詞,キャンプ,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
567,名詞,トンボ,7,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
568,名詞,バッグ,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
569,名詞,上靴,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
570,名詞,保存,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
571,名詞,入学,6,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
572,名詞,右折,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
573,名詞,多目的,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
574,名詞,急ぎ足,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
575,名詞,挟,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
576,名詞,摩擦,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
577,名詞,暴投,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
578,名詞,段ボール,8,5,0.0651,3.0,2.0,0.1263,0.0612,1.9401
579,名詞,減速,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
580,名詞,目的,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
581,名詞,腹ばい,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
582,名詞,自陣,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
583,名詞,舗装,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
584,名詞,補習,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
585,名詞,路肩,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
586,名詞,逃げ,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
587,名詞,通行人,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
588,名詞,頸椎,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
589,形容詞,多い,5,5,0.0651,2.0,2.0,0.1263,0.0612,1.9401
590,名詞,気分,39,39,0.5077,9.0,9.0,0.5685,0.0608,1.1198
591,動詞,巻く,14,10,0.1302,4.0,3.0,0.1895,0.0593,1.4555
592,動詞,滑り込む,11,10,0.1302,3.0,3.0,0.1895,0.0593,1.4555
593,動詞,結ぶ,11,10,0.1302,3.0,3.0,0.1895,0.0593,1.4555
594,名詞,A,12,10,0.1302,3.0,3.0,0.1895,0.0593,1.4555
595,名詞,ふり,10,10,0.1302,3.0,3.0,0.1895,0.0593,1.4555
596,名詞,予選,10,10,0.1302,3.0,3.0,0.1895,0.0593,1.4555
597,名詞,二塁,10,10,0.1302,3.0,3.0,0.1895,0.0593,1.4555
598,名詞,大量,10,10,0.1302,3.0,3.0,0.1895,0.0593,1.4555
599,名詞,後衛,10,10,0.1302,3.0,3.0,0.1895,0.0593,1.4555
600,名詞,紐,13,10,0.1302,3.0,3.0,0.1895,0.0593,1.4555
601,名詞,返却,11,10,0.1302,4.0,3.0,0.1895,0.0593,1.4555
602,動詞,きる,15,15,0.1953,4.0,4.0,0.2527,0.0574,1.2939
603,動詞,逸れる,15,15,0.1953,4.0,4.0,0.2527,0.0574,1.2939
604,名詞,ファール,15,15,0.1953,4.0,4.0,0.2527,0.0574,1.2939
605,名詞,小走り,15,15,0.1953,4.0,4.0,0.2527,0.0574,1.2939
606,動詞,下ろす,25,25,0.3254,6.0,6.0,0.379,0.0536,1.1647
607,動詞,分かれる,25,25,0.3254,6.0,6.0,0.379,0.0536,1.1647
608,名詞,ライナー,25,25,0.3254,6.0,6.0,0.379,0.0536,1.1647
609,名詞,動き,28,25,0.3254,6.0,6.0,0.379,0.0536,1.1647
610,名詞,頭,388,355,4.6212,77.0,74.0,4.6747,0.0535,1.0116
611,名詞,鉄,35,30,0.3905,7.0,7.0,0.4422,0.0517,1.1324
612,動詞,あずかる,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
613,動詞,あびる,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
614,動詞,あり,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
615,動詞,いじめる,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
616,動詞,うく,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
617,動詞,うちつける,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
618,動詞,うつぶす,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
619,動詞,おどる,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
620,動詞,くい込む,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
621,動詞,くるまれる,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
622,動詞,ころがす,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
623,動詞,しかける,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
624,動詞,しそこなう,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
625,動詞,す,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
626,動詞,つっかかる,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
627,動詞,つむ,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
628,動詞,とおせる,2,1,0.013,2.0,1.0,0.0632,0.0502,4.8615
629,動詞,とりあげる,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
630,動詞,どかす,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
631,動詞,なおす,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
632,動詞,のめり込む,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
633,動詞,はかる,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
634,動詞,はみ出る,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
635,動詞,ほどく,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
636,動詞,ぼる,2,1,0.013,2.0,1.0,0.0632,0.0502,4.8615
637,動詞,みつける,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
638,動詞,めり込む,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
639,動詞,もよおす,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
640,動詞,乗れる,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
641,動詞,使える,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
642,動詞,働く,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
643,動詞,入れ直す,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
644,動詞,凹む,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
645,動詞,出くわす,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
646,動詞,噛みしめる,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
647,動詞,垂らす,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
648,動詞,定める,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
649,動詞,差し出る,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
650,動詞,差し掛る,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
651,動詞,巻きこむ,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
652,動詞,引き渡す,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
653,動詞,徹す,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
654,動詞,悴む,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
655,動詞,抱き合う,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
656,動詞,振るう,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
657,動詞,攻め寄る,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
658,動詞,整える,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
659,動詞,映る,1,1,0.013,1.0,1.0,0.0632,0.0502,4.8615
